reason,object_type,object_kind,object_status,card_id,card_full_name,card_type,set_code,collector_number,ability_id,ability_kind,ability_name,ability_status
unsupported_choice,ability,triggered,unsupported_choice,7PI,Mother Gothel - Unwavering Schemer,character,005,92,7PI-2,triggered,THE WORLD IS DARK,unsupported_choice
unsupported_choice,effect,for-each-opponent,unsupported_choice,7PI,Mother Gothel - Unwavering Schemer,character,005,92,7PI-2,triggered,THE WORLD IS DARK,unsupported_choice
mapped_not_executable,ability,static,mapped_not_executable,2TR,Namaari - Resolute Daughter,character,005,182,1t7-1,static,I DON'T HAVE ANY OTHER CHOICE,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,LKY,Robin Hood - Timely Contestant,character,005,69,rhk-1,static,TAG ME IN!,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,ROz,Sheriff of Nottingham - Bushel Britches,character,005,145,ROz-1,static,EVERY LITTLE BIT HELPS,mapped_not_executable
unsupported_targeting,ability,triggered,unsupported_targeting,746,Simba - Son of Mufasa,character,005,192,xnq-2,triggered,FEARSOME ROAR,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,746,Simba - Son of Mufasa,character,005,192,xnq-2,triggered,FEARSOME ROAR,unsupported_targeting
unsupported_targeting,effect,banish,unsupported_targeting,746,Simba - Son of Mufasa,character,005,192,xnq-2,triggered,FEARSOME ROAR,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,746,Simba - Son of Mufasa,character,005,192,xnq-2,triggered,FEARSOME ROAR,unsupported_targeting
mapped_not_executable,ability,static,mapped_not_executable,Wpl,The Queen - Fairest of All,character,005,144,1ho-3,static,REFLECTIONS OF VANITY,mapped_not_executable
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,42e,Turbo - Royal Hack,character,005,106,42e-2,static,GAME JUMP,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,property-modification,unsupported_engine_mechanic,42e,Turbo - Royal Hack,character,005,106,42e-2,static,GAME JUMP,unsupported_engine_mechanic
unsupported_condition,ability,triggered,unsupported_condition,rui,Wreck-It Ralph - Admiral Underpants,character,005,21,rui-1,triggered,I'VE GOT THE COOLEST FRIEND,unsupported_condition
unsupported_condition,effect,sequence,unsupported_condition,rui,Wreck-It Ralph - Admiral Underpants,character,005,21,rui-1,triggered,I'VE GOT THE COOLEST FRIEND,unsupported_condition
unsupported_condition,effect,conditional,unsupported_condition,rui,Wreck-It Ralph - Admiral Underpants,character,005,21,rui-1,triggered,I'VE GOT THE COOLEST FRIEND,unsupported_condition
unsupported_condition,effect_condition,returned-card-is-princess,unsupported_condition,rui,Wreck-It Ralph - Admiral Underpants,character,005,21,rui-1,triggered,I'VE GOT THE COOLEST FRIEND,unsupported_condition
unsupported_choice,ability,action,unsupported_choice,hV2,Blast from Your Past,action,005,28,1tj-1,action,,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,hV2,Blast from Your Past,action,005,28,1tj-1,action,,unsupported_choice
unsupported_choice,effect,name-a-card,unsupported_choice,hV2,Blast from Your Past,action,005,28,1tj-1,action,,unsupported_choice
unsupported_targeting,effect,return-to-hand,unsupported_targeting,hV2,Blast from Your Past,action,005,28,1tj-1,action,,unsupported_choice
unsupported_targeting,target,selector,unsupported_targeting,hV2,Blast from Your Past,action,005,28,1tj-1,action,,unsupported_choice
unsupported_targeting,ability,action,unsupported_targeting,DPw,Ever as Before,action,005,162,1br-1,action,,unsupported_targeting
unsupported_targeting,effect,remove-damage,unsupported_targeting,DPw,Ever as Before,action,005,162,1br-1,action,,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,DPw,Ever as Before,action,005,162,1br-1,action,,unsupported_targeting
unsupported_targeting,ability,action,unsupported_targeting,jnV,Royal Tantrum,action,005,161,96v-1,action,,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,jnV,Royal Tantrum,action,005,161,96v-1,action,,unsupported_targeting
unsupported_targeting,effect,banish,unsupported_targeting,jnV,Royal Tantrum,action,005,161,96v-1,action,,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,jnV,Royal Tantrum,action,005,161,96v-1,action,,unsupported_targeting
unsupported_targeting,ability,action,unsupported_targeting,VaD,Royal Tantrum,action,005,219,96v-1,action,,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,VaD,Royal Tantrum,action,005,219,96v-1,action,,unsupported_targeting
unsupported_targeting,effect,banish,unsupported_targeting,VaD,Royal Tantrum,action,005,219,96v-1,action,,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,VaD,Royal Tantrum,action,005,219,96v-1,action,,unsupported_targeting
unsupported_targeting,ability,action,unsupported_targeting,2Wp,We Know the Way,action,005,61,ability,action,,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,2Wp,We Know the Way,action,005,61,ability,action,,unsupported_targeting
unsupported_targeting,effect,shuffle-into-deck,unsupported_targeting,2Wp,We Know the Way,action,005,61,ability,action,,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,2Wp,We Know the Way,action,005,61,ability,action,,unsupported_targeting
unsupported_engine_mechanic,ability,action,unsupported_engine_mechanic,OM9,Who's With Me?,action,005,131,4hv-1,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,sequence,unsupported_engine_mechanic,OM9,Who's With Me?,action,005,131,4hv-1,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,create-triggered-ability,unsupported_engine_mechanic,OM9,Who's With Me?,action,005,131,4hv-1,action,,unsupported_engine_mechanic
unsupported_choice,ability,activated,unsupported_choice,12k,Amethyst Chromicon,item,005,66,1nk-1,activated,AMETHYST LIGHT,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,12k,Amethyst Chromicon,item,005,66,1nk-1,activated,AMETHYST LIGHT,unsupported_choice
unsupported_choice,effect,optional,unsupported_choice,12k,Amethyst Chromicon,item,005,66,1nk-1,activated,AMETHYST LIGHT,unsupported_choice
unsupported_cost,ability,activated,unsupported_cost,Xd5,Sapphire Chromicon,item,005,168,cxg-2,activated,SAPPHIRE LIGHT,unsupported_cost
unsupported_cost,cost,banishItem,unsupported_cost,Xd5,Sapphire Chromicon,item,005,168,cxg-2,activated,SAPPHIRE LIGHT,unsupported_cost
unsupported_targeting,ability,static,unsupported_targeting,rvD,Bad-Anon - Villain Support Center,location,005,203,1kj-1,static,THERE'S NO ONE I'D RATHER BE THAN ME,unsupported_targeting
unsupported_targeting,effect,grant-abilities-while-here,unsupported_targeting,rvD,Bad-Anon - Villain Support Center,location,005,203,1kj-1,static,THERE'S NO ONE I'D RATHER BE THAN ME,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,rvD,Bad-Anon - Villain Support Center,location,005,203,1kj-1,static,THERE'S NO ONE I'D RATHER BE THAN ME,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,9nh,Bad-Anon - Villain Support Center,location,005,222,1kj-1,static,THERE'S NO ONE I'D RATHER BE THAN ME,unsupported_targeting
unsupported_targeting,effect,grant-abilities-while-here,unsupported_targeting,9nh,Bad-Anon - Villain Support Center,location,005,222,1kj-1,static,THERE'S NO ONE I'D RATHER BE THAN ME,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,9nh,Bad-Anon - Villain Support Center,location,005,222,1kj-1,static,THERE'S NO ONE I'D RATHER BE THAN ME,unsupported_targeting
mapped_not_executable,ability,static,mapped_not_executable,yVb,Merlin's Cottage - The Wizard's Home,location,005,170,fdq-1,static,KNOWLEDGE IS POWER,mapped_not_executable
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,DoZ,Sherwood Forest - Outlaw Hideaway,location,005,101,1kh-1,static,FOREST HOME,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,move-cost-reduction,unsupported_engine_mechanic,DoZ,Sherwood Forest - Outlaw Hideaway,location,005,101,1kh-1,static,FOREST HOME,unsupported_engine_mechanic
mapped_not_executable,ability,static,mapped_not_executable,DoZ,Sherwood Forest - Outlaw Hideaway,location,005,101,1kh-3,static,FAMILIAR TERRAIN,mapped_not_executable
unsupported_targeting,ability,activated,unsupported_targeting,ibi,Sugar Rush Speedway - Starting Line,location,005,135,gzg-1,activated,ON YOUR MARKS!,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,ibi,Sugar Rush Speedway - Starting Line,location,005,135,gzg-1,activated,ON YOUR MARKS!,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,ibi,Sugar Rush Speedway - Starting Line,location,005,135,gzg-1,activated,ON YOUR MARKS!,unsupported_targeting
unsupported_targeting,effect,exert,unsupported_targeting,ibi,Sugar Rush Speedway - Starting Line,location,005,135,gzg-1,activated,ON YOUR MARKS!,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,ibi,Sugar Rush Speedway - Starting Line,location,005,135,gzg-1,activated,ON YOUR MARKS!,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,FUQ,The Great Illuminary - Radiant Ballroom,location,005,169,bsq-1,static,WARM WELCOME,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,FUQ,The Great Illuminary - Radiant Ballroom,location,005,169,bsq-1,static,WARM WELCOME,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,FUQ,The Great Illuminary - Radiant Ballroom,location,005,169,bsq-1,static,WARM WELCOME,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,FUQ,The Great Illuminary - Radiant Ballroom,location,005,169,bsq-2,static,WARM WELCOME,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,FUQ,The Great Illuminary - Radiant Ballroom,location,005,169,bsq-2,static,WARM WELCOME,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,FUQ,The Great Illuminary - Radiant Ballroom,location,005,169,bsq-2,static,WARM WELCOME,unsupported_targeting
unsupported_choice,ability,triggered,unsupported_choice,357,Basil - Disguised Detective,character,006,91,fop-2,triggered,TWISTS AND TURNS,unsupported_choice
unsupported_choice,effect,optional,unsupported_choice,357,Basil - Disguised Detective,character,006,91,fop-2,triggered,TWISTS AND TURNS,unsupported_choice
unsupported_choice,effect,pay-cost,unsupported_choice,357,Basil - Disguised Detective,character,006,91,fop-2,triggered,TWISTS AND TURNS,unsupported_choice
unsupported_choice,ability,triggered,unsupported_choice,ksD,Basil - Disguised Detective,character,006,212,fop-2,triggered,TWISTS AND TURNS,unsupported_choice
unsupported_choice,effect,optional,unsupported_choice,ksD,Basil - Disguised Detective,character,006,212,fop-2,triggered,TWISTS AND TURNS,unsupported_choice
unsupported_choice,effect,pay-cost,unsupported_choice,ksD,Basil - Disguised Detective,character,006,212,fop-2,triggered,TWISTS AND TURNS,unsupported_choice
unsupported_targeting,ability,static,unsupported_targeting,2tR,Captain Amelia - Commander of the Legacy,character,006,192,1ln-2,static,EVERYTHING SHIPSHAPE,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,2tR,Captain Amelia - Commander of the Legacy,character,006,192,1ln-2,static,EVERYTHING SHIPSHAPE,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,2tR,Captain Amelia - Commander of the Legacy,character,006,192,1ln-2,static,EVERYTHING SHIPSHAPE,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,jFM,Captain Amelia - Commander of the Legacy,character,006,221,1ln-2,static,EVERYTHING SHIPSHAPE,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,jFM,Captain Amelia - Commander of the Legacy,character,006,221,1ln-2,static,EVERYTHING SHIPSHAPE,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,jFM,Captain Amelia - Commander of the Legacy,character,006,221,1ln-2,static,EVERYTHING SHIPSHAPE,unsupported_targeting
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,gNk,Dale - Mischievous Ranger,character,006,18,gNk-1,triggered,NUTS ABOUT PRANKS,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,gNk,Dale - Mischievous Ranger,character,006,18,gNk-1,triggered,NUTS ABOUT PRANKS,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,sequence,unsupported_engine_mechanic,gNk,Dale - Mischievous Ranger,character,006,18,gNk-1,triggered,NUTS ABOUT PRANKS,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,mill,unsupported_engine_mechanic,gNk,Dale - Mischievous Ranger,character,006,18,gNk-1,triggered,NUTS ABOUT PRANKS,unsupported_engine_mechanic
unsupported_cost,ability,activated,unsupported_cost,XQk,Hades - Strong Arm,character,006,125,XQk-1,activated,WHAT ARE YOU GONNA DO?,unsupported_cost
unsupported_cost,cost,banishCharacter,unsupported_cost,XQk,Hades - Strong Arm,character,006,125,XQk-1,activated,WHAT ARE YOU GONNA DO?,unsupported_cost
unsupported_condition,ability,triggered,unsupported_condition,2pj,Kakamora - Pirate Chief,character,006,172,2pj-1,triggered,COCONUT LEADER,unsupported_condition
unsupported_condition,effect,optional,unsupported_condition,2pj,Kakamora - Pirate Chief,character,006,172,2pj-1,triggered,COCONUT LEADER,unsupported_condition
unsupported_condition,effect,sequence,unsupported_condition,2pj,Kakamora - Pirate Chief,character,006,172,2pj-1,triggered,COCONUT LEADER,unsupported_condition
unsupported_condition,effect,conditional,unsupported_condition,2pj,Kakamora - Pirate Chief,character,006,172,2pj-1,triggered,COCONUT LEADER,unsupported_condition
unsupported_condition,effect_condition,discarded-card-has-classification,unsupported_condition,2pj,Kakamora - Pirate Chief,character,006,172,2pj-1,triggered,COCONUT LEADER,unsupported_condition
unsupported_targeting,ability,triggered,unsupported_targeting,IVl,Raya - Kumandran Rider,character,006,107,1dx-1,triggered,"COME ON, LET'S DO THIS",unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,IVl,Raya - Kumandran Rider,character,006,107,1dx-1,triggered,"COME ON, LET'S DO THIS",unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,IVl,Raya - Kumandran Rider,character,006,107,1dx-1,triggered,"COME ON, LET'S DO THIS",unsupported_targeting
unsupported_targeting,effect,restriction,unsupported_targeting,IVl,Raya - Kumandran Rider,character,006,107,1dx-1,triggered,"COME ON, LET'S DO THIS",unsupported_targeting
unsupported_targeting,target,object,unsupported_targeting,IVl,Raya - Kumandran Rider,character,006,107,1dx-1,triggered,"COME ON, LET'S DO THIS",unsupported_targeting
unsupported_targeting,ability,triggered,unsupported_targeting,pyb,Raya - Kumandran Rider,character,006,214,1dx-1,triggered,"COME ON, LET'S DO THIS",unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,pyb,Raya - Kumandran Rider,character,006,214,1dx-1,triggered,"COME ON, LET'S DO THIS",unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,pyb,Raya - Kumandran Rider,character,006,214,1dx-1,triggered,"COME ON, LET'S DO THIS",unsupported_targeting
unsupported_targeting,effect,restriction,unsupported_targeting,pyb,Raya - Kumandran Rider,character,006,214,1dx-1,triggered,"COME ON, LET'S DO THIS",unsupported_targeting
unsupported_targeting,target,object,unsupported_targeting,pyb,Raya - Kumandran Rider,character,006,214,1dx-1,triggered,"COME ON, LET'S DO THIS",unsupported_targeting
mapped_not_executable,ability,static,mapped_not_executable,AMb,Tadashi Hamada - Baymax Inventor,character,006,153,16i-1,static,LET'S GET BACK TO WORK,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,AMb,Tadashi Hamada - Baymax Inventor,character,006,153,16i-2,static,LET'S GET BACK TO WORK,mapped_not_executable
unsupported_choice,ability,triggered,unsupported_choice,Mvh,Tiana - Restaurant Owner,character,006,16,6kc-1,triggered,SPECIAL RESERVATION,unsupported_choice
unsupported_choice,effect,or,unsupported_choice,Mvh,Tiana - Restaurant Owner,character,006,16,6kc-1,triggered,SPECIAL RESERVATION,unsupported_choice
unsupported_choice,ability,triggered,unsupported_choice,z7I,Tiana - Restaurant Owner,character,006,206,6kc-1,triggered,SPECIAL RESERVATION,unsupported_choice
unsupported_choice,effect,or,unsupported_choice,z7I,Tiana - Restaurant Owner,character,006,206,6kc-1,triggered,SPECIAL RESERVATION,unsupported_choice
unsupported_targeting,ability,triggered,unsupported_targeting,39T,Wreck-It Ralph - Ham Hands,character,006,190,1h8-1,triggered,I WRECK THINGS,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,39T,Wreck-It Ralph - Ham Hands,character,006,190,1h8-1,triggered,I WRECK THINGS,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,39T,Wreck-It Ralph - Ham Hands,character,006,190,1h8-1,triggered,I WRECK THINGS,unsupported_targeting
unsupported_targeting,effect,banish,unsupported_targeting,39T,Wreck-It Ralph - Ham Hands,character,006,190,1h8-1,triggered,I WRECK THINGS,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,39T,Wreck-It Ralph - Ham Hands,character,006,190,1h8-1,triggered,I WRECK THINGS,unsupported_targeting
unsupported_targeting,ability,triggered,unsupported_targeting,x21,Wreck-It Ralph - Ham Hands,character,006,220,1h8-1,triggered,I WRECK THINGS,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,x21,Wreck-It Ralph - Ham Hands,character,006,220,1h8-1,triggered,I WRECK THINGS,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,x21,Wreck-It Ralph - Ham Hands,character,006,220,1h8-1,triggered,I WRECK THINGS,unsupported_targeting
unsupported_targeting,effect,banish,unsupported_targeting,x21,Wreck-It Ralph - Ham Hands,character,006,220,1h8-1,triggered,I WRECK THINGS,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,x21,Wreck-It Ralph - Ham Hands,character,006,220,1h8-1,triggered,I WRECK THINGS,unsupported_targeting
unsupported_engine_mechanic,ability,action,unsupported_engine_mechanic,Nv8,A Very Merry Unbirthday,action,006,60,ability,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,mill,unsupported_engine_mechanic,Nv8,A Very Merry Unbirthday,action,006,60,ability,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,activated,unsupported_engine_mechanic,fMK,Mad Hatter's Teapot,item,006,66,2bj-1,activated,"NO ROOM, NO ROOM",unsupported_engine_mechanic
unsupported_engine_mechanic,effect,mill,unsupported_engine_mechanic,fMK,Mad Hatter's Teapot,item,006,66,2bj-1,activated,"NO ROOM, NO ROOM",unsupported_engine_mechanic
unsupported_cost,ability,activated,unsupported_cost,9I8,Scrump,item,006,33,88v-1,activated,I MADE HER,unsupported_cost
unsupported_cost,cost,exertCharacters,unsupported_cost,9I8,Scrump,item,006,33,88v-1,activated,I MADE HER,unsupported_cost
unsupported_targeting,ability,static,unsupported_targeting,cKc,Institute of Technology - Prestigious University,location,006,170,5mi-1,static,WELCOME TO THE LAB,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,cKc,Institute of Technology - Prestigious University,location,006,170,5mi-1,static,WELCOME TO THE LAB,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,cKc,Institute of Technology - Prestigious University,location,006,170,5mi-1,static,WELCOME TO THE LAB,unsupported_targeting
unsupported_cost,ability,activated,unsupported_cost,RJq,Beast - Frustrated Designer,character,007,136,1u2-1,activated,I'VE HAD IT!,unsupported_cost
unsupported_cost,cost,banishItem,unsupported_cost,RJq,Beast - Frustrated Designer,character,007,136,1u2-1,activated,I'VE HAD IT!,unsupported_cost
unsupported_choice,ability,triggered,unsupported_choice,K6M,Daisy Duck - Multitalented Pirate,character,007,108,k6m-1,triggered,FOWL PLAY,unsupported_choice
unsupported_choice,effect,choice,unsupported_choice,K6M,Daisy Duck - Multitalented Pirate,character,007,108,k6m-1,triggered,FOWL PLAY,unsupported_choice
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,Vy6,Donald Duck - Flustered Sorcerer,character,007,73,ability,static,OBFUSCATE!,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,win-condition-modification,unsupported_engine_mechanic,Vy6,Donald Duck - Flustered Sorcerer,character,007,73,ability,static,OBFUSCATE!,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,KYT,Donald Duck - Flustered Sorcerer,character,007,209,ability,static,OBFUSCATE!,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,win-condition-modification,unsupported_engine_mechanic,KYT,Donald Duck - Flustered Sorcerer,character,007,209,ability,static,OBFUSCATE!,unsupported_engine_mechanic
unsupported_targeting,ability,triggered,unsupported_targeting,zSu,"Fix-It Felix, Jr. - Pint-Sized Hero",character,007,22,b28-1,triggered,LET'S GET TO WORK,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,zSu,"Fix-It Felix, Jr. - Pint-Sized Hero",character,007,22,b28-1,triggered,LET'S GET TO WORK,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,zSu,"Fix-It Felix, Jr. - Pint-Sized Hero",character,007,22,b28-1,triggered,LET'S GET TO WORK,unsupported_targeting
unsupported_targeting,effect,restriction,unsupported_targeting,zSu,"Fix-It Felix, Jr. - Pint-Sized Hero",character,007,22,b28-1,triggered,LET'S GET TO WORK,unsupported_targeting
unsupported_targeting,target,object,unsupported_targeting,zSu,"Fix-It Felix, Jr. - Pint-Sized Hero",character,007,22,b28-1,triggered,LET'S GET TO WORK,unsupported_targeting
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,HlC,Gantu - Experienced Enforcer,character,007,199,gantu-ee-2,static,DON'T GET ANY IDEAS,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,cost-increase,unsupported_engine_mechanic,HlC,Gantu - Experienced Enforcer,character,007,199,gantu-ee-2,static,DON'T GET ANY IDEAS,unsupported_engine_mechanic
mapped_not_executable,ability,static,mapped_not_executable,4Oe,Gizmoduck - Suited Up,character,007,105,4Oe-2,static,BLATHERING BLATHERSKITE,mapped_not_executable
unsupported_targeting,ability,static,unsupported_targeting,rKO,Hiro Hamada - Armor Designer,character,007,96,zri-2,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,rKO,Hiro Hamada - Armor Designer,character,007,96,zri-2,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,rKO,Hiro Hamada - Armor Designer,character,007,96,zri-2,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,rKO,Hiro Hamada - Armor Designer,character,007,96,zri-3,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,rKO,Hiro Hamada - Armor Designer,character,007,96,zri-3,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,rKO,Hiro Hamada - Armor Designer,character,007,96,zri-3,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,dNZ,Hiro Hamada - Armor Designer,character,007,214,zri-2,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,dNZ,Hiro Hamada - Armor Designer,character,007,214,zri-2,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,dNZ,Hiro Hamada - Armor Designer,character,007,214,zri-2,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,dNZ,Hiro Hamada - Armor Designer,character,007,214,zri-3,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,dNZ,Hiro Hamada - Armor Designer,character,007,214,zri-3,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,dNZ,Hiro Hamada - Armor Designer,character,007,214,zri-3,static,YOU CAN BE WAY MORE,unsupported_targeting
unsupported_choice,ability,triggered,unsupported_choice,oc8,King Candy - Royal Racer,character,007,20,oc8-1,triggered,SWEET REVENGE,unsupported_choice
unsupported_choice,effect,for-each-opponent,unsupported_choice,oc8,King Candy - Royal Racer,character,007,20,oc8-1,triggered,SWEET REVENGE,unsupported_choice
mapped_not_executable,ability,replacement,mapped_not_executable,5gf,Kronk - Laid Back,character,007,63,im-lovin-this,replacement,I'M LOVIN' THIS,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,8NZ,Li Shang - Newly Promoted,character,007,133,1s1-1,static,I WON'T LET YOU DOWN,mapped_not_executable
unsupported_targeting,ability,triggered,unsupported_targeting,75X,Madame Medusa - Diamond Lover,character,007,53,13m-1,triggered,SEARCH THE SWAMP,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,75X,Madame Medusa - Diamond Lover,character,007,53,13m-1,triggered,SEARCH THE SWAMP,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,75X,Madame Medusa - Diamond Lover,character,007,53,13m-1,triggered,SEARCH THE SWAMP,unsupported_targeting
unsupported_targeting,effect,deal-damage,unsupported_targeting,75X,Madame Medusa - Diamond Lover,character,007,53,13m-1,triggered,SEARCH THE SWAMP,unsupported_targeting
unsupported_targeting,target,object,unsupported_targeting,75X,Madame Medusa - Diamond Lover,character,007,53,13m-1,triggered,SEARCH THE SWAMP,unsupported_targeting
unsupported_engine_mechanic,effect,mill,unsupported_engine_mechanic,75X,Madame Medusa - Diamond Lover,character,007,53,13m-1,triggered,SEARCH THE SWAMP,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,II0,Maid Marian - Badminton Ace,character,007,176,6at-2,static,FAIR PLAY,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,II0,Maid Marian - Badminton Ace,character,007,176,6at-2,static,FAIR PLAY,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,II0,Maid Marian - Badminton Ace,character,007,176,6at-2,static,FAIR PLAY,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,YLV,Mattias - Arendelle General,character,007,155,f9s-1,static,PROUD TO SERVE,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,YLV,Mattias - Arendelle General,character,007,155,f9s-1,static,PROUD TO SERVE,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,YLV,Mattias - Arendelle General,character,007,155,f9s-1,static,PROUD TO SERVE,unsupported_targeting
unsupported_choice,ability,triggered,unsupported_choice,qhP,Merlin - Clever Clairvoyant,character,007,67,1c1-1,triggered,PRESTIDIGITONIUM,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,qhP,Merlin - Clever Clairvoyant,character,007,67,1c1-1,triggered,PRESTIDIGITONIUM,unsupported_choice
unsupported_choice,effect,name-a-card,unsupported_choice,qhP,Merlin - Clever Clairvoyant,character,007,67,1c1-1,triggered,PRESTIDIGITONIUM,unsupported_choice
unsupported_targeting,ability,static,unsupported_targeting,uxF,Perdita - Playful Mother,character,007,2,ehi-2,static,DON'T BE AFRAID,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,uxF,Perdita - Playful Mother,character,007,2,ehi-2,static,DON'T BE AFRAID,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,uxF,Perdita - Playful Mother,character,007,2,ehi-2,static,DON'T BE AFRAID,unsupported_targeting
unsupported_targeting,ability,triggered,unsupported_targeting,aPy,Roger Radcliffe - Dog Lover,character,007,5,1t4-1,triggered,THERE YOU GO,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,aPy,Roger Radcliffe - Dog Lover,character,007,5,1t4-1,triggered,THERE YOU GO,unsupported_targeting
unsupported_targeting,effect,remove-damage,unsupported_targeting,aPy,Roger Radcliffe - Dog Lover,character,007,5,1t4-1,triggered,THERE YOU GO,unsupported_targeting
